year,round,driverId,constructorId,circuitId,laps,points,positionOrder,podium,race_performance,finishing_efficiency,strategy_success
2014,7,818,5,7,70,4.0,8,0,0.05714285714285714,0.125,0
2014,7,825,1,7,70,2.0,9,0,0.02857142857142857,0.1111111111111111,0
2014,7,8,6,7,70,1.0,10,0,0.014285714285714285,0.1,0
2014,7,815,10,7,69,0.0,11,0,0.0,0.09090909090909091,0
2014,7,13,3,7,69,0.0,12,0,0.0,0.08333333333333333,0
2014,7,16,15,7,69,0.0,13,0,0.0,0.07692307692307693,0
2014,7,821,15,7,64,0.0,14,0,0.0,0.07142857142857142,0
2014,7,154,208,7,59,0.0,15,0,0.0,0.06666666666666667,0
2014,7,826,5,7,47,0.0,16,0,0.0,0.0625,0
2014,7,1,131,7,46,0.0,17,0,0.0,0.058823529411764705,0
2014,7,155,207,7,23,0.0,18,0,0.0,0.05555555555555555,0
2014,7,813,208,7,21,0.0,19,0,0.0,0.05263157894736842,0
2014,7,828,207,7,7,0.0,20,0,0.0,0.05,0
2014,7,820,206,7,0,0.0,21,0,,0.047619047619047616,0
2014,7,824,206,7,0,0.0,22,0,,0.045454545454545456,0
2014,8,3,131,70,71,25.0,1,1,0.352112676056338,1.0,1
2014,8,1,131,70,71,18.0,2,1,0.2535211267605634,0.5,1
2014,8,822,3,70,71,15.0,3,1,0.2112676056338028,0.3333333333333333,1
2014,8,13,3,70,71,12.0,4,0,0.16901408450704225,0.25,0
2014,8,4,6,70,71,10.0,5,0,0.14084507042253522,0.2,0
2014,8,815,10,70,71,8.0,6,0,0.11267605633802817,0.16666666666666666,0
2014,8,825,1,70,71,6.0,7,0,0.08450704225352113,0.14285714285714285,0
2014,8,817,9,70,71,4.0,8,0,0.056338028169014086,0.125,0
2014,8,807,10,70,71,2.0,9,0,0.028169014084507043,0.1111111111111111,0
2014,8,8,6,70,71,1.0,10,0,0.014084507042253521,0.1,0
2014,8,18,1,70,71,0.0,11,0,0.0,0.09090909090909091,0
2014,8,813,208,70,70,0.0,12,0,0.0,0.08333333333333333,0
2014,8,16,15,70,70,0.0,13,0,0.0,0.07692307692307693,0
2014,8,154,208,70,70,0.0,14,0,0.0,0.07142857142857142,0
2014,8,824,206,70,69,0.0,15,0,0.0,0.06666666666666667,0
2014,8,155,207,70,69,0.0,16,0,0.0,0.0625,0
2014,8,820,206,70,69,0.0,17,0,0.0,0.058823529411764705,0
2014,8,828,207,70,69,0.0,18,0,0.0,0.05555555555555555,0
2014,8,821,15,70,69,0.0,19,0,0.0,0.05263157894736842,0
2014,8,818,5,70,59,0.0,20,0,0.0,0.05,0
2014,8,20,9,70,34,0.0,21,0,0.0,0.047619047619047616,0
2014,8,826,5,70,24,0.0,22,0,0.0,0.045454545454545456,0
2014,9,1,131,9,52,25.0,1,1,0.4807692307692308,1.0,1
2014,9,822,3,9,52,18.0,2,1,0.34615384615384615,0.5,1
2014,9,817,9,9,52,15.0,3,1,0.28846153846153844,0.3333333333333333,1
2014,9,18,1,9,52,12.0,4,0,0.23076923076923078,0.25,0
2014,9,20,9,9,52,10.0,5,0,0.19230769230769232,0.2,0
2014,9,4,6,9,52,8.0,6,0,0.15384615384615385,0.16666666666666666,0
2014,9,825,1,9,52,6.0,7,0,0.11538461538461539,0.14285714285714285,0
2014,9,807,10,9,52,4.0,8,0,0.07692307692307693,0.125,0
2014,9,826,5,9,52,2.0,9,0,0.038461538461538464,0.1111111111111111,0
2014,9,818,5,9,51,1.0,10,0,0.0196078431372549,0.1,0
2014,9,815,10,9,51,0.0,11,0,0.0,0.09090909090909091,0
2014,9,154,208,9,51,0.0,12,0,0.0,0.08333333333333333,0
2014,9,16,15,9,51,0.0,13,0,0.0,0.07692307692307693,0
2014,9,824,206,9,51,0.0,14,0,0.0,0.07142857142857142,0
2014,9,155,207,9,50,0.0,15,0,0.0,0.06666666666666667,0
2014,9,820,206,9,50,0.0,16,0,0.0,0.0625,0
2014,9,813,208,9,49,0.0,17,0,0.0,0.058823529411764705,0
2014,9,3,131,9,28,0.0,18,0,0.0,0.05555555555555555,0
2014,9,828,207,9,11,0.0,19,0,0.0,0.05263157894736842,0
2014,9,821,15,9,9,0.0,20,0,0.0,0.05,0
2014,9,13,3,9,0,0.0,21,0,,0.047619047619047616,0
2014,9,8,6,9,0,0.0,22,0,,0.045454545454545456,0
2014,10,3,131,10,67,25.0,1,1,0.373134328358209,1.0,1
2014,10,822,3,10,67,18.0,2,1,0.26865671641791045,0.5,1
2014,10,1,131,10,67,15.0,3,1,0.22388059701492538,0.3333333333333333,1
2014,10,20,9,10,67,12.0,4,0,0.1791044776119403,0.25,0
2014,10,4,6,10,67,10.0,5,0,0.14925373134328357,0.2,0
2014,10,817,9,10,67,8.0,6,0,0.11940298507462686,0.16666666666666666,0
2014,10,807,10,10,67,6.0,7,0,0.08955223880597014,0.14285714285714285,0
2014,10,18,1,10,67,4.0,8,0,0.05970149253731343,0.125,0
2014,10,825,1,10,66,2.0,9,0,0.030303030303030304,0.1111111111111111,0
2014,10,815,10,10,66,1.0,10,0,0.015151515151515152,0.1,0
2014,10,8,6,10,66,0.0,11,0,0.0,0.09090909090909091,0
2014,10,813,208,10,66,0.0,12,0,0.0,0.08333333333333333,0
2014,10,818,5,10,66,0.0,13,0,0.0,0.07692307692307693,0
2014,10,821,15,10,66,0.0,14,0,0.0,0.07142857142857142,0
2014,10,824,206,10,66,0.0,15,0,0.0,0.06666666666666667,0
2014,10,155,207,10,65,0.0,16,0,0.0,0.0625,0
2014,10,820,206,10,65,0.0,17,0,0.0,0.058823529411764705,0
2014,10,828,207,10,65,0.0,18,0,0.0,0.05555555555555555,0
2014,10,16,15,10,47,0.0,19,0,0.0,0.05263157894736842,0
2014,10,826,5,10,44,0.0,20,0,0.0,0.05,0
2014,10,154,208,10,26,0.0,21,0,0.0,0.047619047619047616,0
2014,10,13,3,10,0,0.0,22,0,,0.045454545454545456,0
2014,11,817,9,11,70,25.0,1,1,0.35714285714285715,1.0,1
2014,11,4,6,11,70,18.0,2,1,0.2571428571428571,0.5,1
2014,11,1,131,11,70,15.0,3,1,0.21428571428571427,0.3333333333333333,1
2014,11,3,131,11,70,12.0,4,0,0.17142857142857143,0.25,0
2014,11,13,3,11,70,10.0,5,0,0.14285714285714285,0.2,0
2014,11,8,6,11,70,8.0,6,0,0.11428571428571428,0.16666666666666666,0
2014,11,20,9,11,70,6.0,7,0,0.08571428571428572,0.14285714285714285,0
2014,11,822,3,11,70,4.0,8,0,0.05714285714285714,0.125,0
2014,11,818,5,11,70,2.0,9,0,0.02857142857142857,0.1111111111111111,0
2014,11,18,1,11,70,1.0,10,0,0.014285714285714285,0.1,0
2014,11,16,15,11,70,0.0,11,0,0.0,0.09090909090909091,0
2014,11,825,1,11,70,0.0,12,0,0.0,0.08333333333333333,0
2014,11,813,208,11,70,0.0,13,0,0.0,0.07692307692307693,0
2014,11,826,5,11,69,0.0,14,0,0.0,0.07142857142857142,0
2014,11,824,206,11,69,0.0,15,0,0.0,0.06666666666666667,0
2014,11,820,206,11,69,0.0,16,0,0.0,0.0625,0
2014,11,821,15,11,33,0.0,17,0,0.0,0.058823529411764705,0
2014,11,155,207,11,26,0.0,18,0,0.0,0.05555555555555555,0
2014,11,815,10,11,23,0.0,19,0,0.0,0.05263157894736842,0
2014,11,807,10,11,16,0.0,20,0,0.0,0.05,0
2014,11,154,208,11,11,0.0,21,0,0.0,0.047619047619047616,0
2014,11,828,207,11,8,0.0,22,0,0.0,0.045454545454545456,0
2014,12,817,9,13,44,25.0,1,1,0.5681818181818182,1.0,1
2014,12,3,131,13,44,18.0,2,1,0.4090909090909091,0.5,1
2014,12,822,3,13,44,15.0,3,1,0.3409090909090909,0.3333333333333333,1
2014,12,8,6,13,44,12.0,4,0,0.2727272727272727,0.25,0
2014,12,20,9,13,44,10.0,5,0,0.22727272727272727,0.2,0
2014,12,18,1,13,44,8.0,6,0,0.18181818181818182,0.16666666666666666,0
2014,12,4,6,13,44,6.0,7,0,0.13636363636363635,0.14285714285714285,0
2014,12,815,10,13,44,4.0,8,0,0.09090909090909091,0.125,0
2014,12,826,5,13,44,2.0,9,0,0.045454545454545456,0.1111111111111111,0
2014,12,807,10,13,44,1.0,10,0,0.022727272727272728,0.1,0
2014,12,818,5,13,44,0.0,11,0,0.0,0.09090909090909091,0
2014,12,825,1,13,44,0.0,12,0,0.0,0.08333333333333333,0
2014,12,13,3,13,44,0.0,13,0,0.0,0.07692307692307693,0
2014,12,16,15,13,44,0.0,14,0,0.0,0.07142857142857142,0
2014,12,821,15,13,44,0.0,15,0,0.0,0.06666666666666667,0
2014,12,820,206,13,43,0.0,16,0,0.0,0.0625,0
2014,12,828,207,13,43,0.0,17,0,0.0,0.058823529411764705,0
2014,12,824,206,13,39,0.0,18,0,0.0,0.05555555555555555,0
2014,12,1,131,13,38,0.0,19,0,0.0,0.05263157894736842,0
2014,12,154,208,13,33,0.0,20,0,0.0,0.05,0
2014,12,813,208,13,1,0.0,21,0,0.0,0.047619047619047616,0
2014,12,827,207,13,1,0.0,22,0,0.0,0.045454545454545456,0
2014,13,1,131,14,53,25.0,1,1,0.4716981132075472,1.0,1
2014,13,3,131,14,53,18.0,2,1,0.33962264150943394,0.5,1
2014,13,13,3,14,53,15.0,3,1,0.2830188679245283,0.3333333333333333,1
2014,13,822,3,14,53,12.0,4,0,0.22641509433962265,0.25,0
2014,13,817,9,14,53,10.0,5,0,0.18867924528301888,0.2,0
2014,13,20,9,14,53,8.0,6,0,0.1509433962264151,0.16666666666666666,0
2014,13,815,10,14,53,6.0,7,0,0.11320754716981132,0.14285714285714285,0
2014,13,18,1,14,53,4.0,8,0,0.07547169811320754,0.125,0
2014,13,8,6,14,53,2.0,9,0,0.03773584905660377,0.1111111111111111,0
2014,13,825,1,14,53,1.0,10,0,0.018867924528301886,0.1,0
2014,13,826,5,14,53,0.0,11,0,0.0,0.09090909090909091,0
2014,13,807,10,14,53,0.0,12,0,0.0,0.08333333333333333,0
2014,13,818,5,14,53,0.0,13,0,0.0,0.07692307692307693,0
2014,13,813,208,14,52,0.0,14,0,0.0,0.07142857142857142,0
2014,13,16,15,14,52,0.0,15,0,0.0,0.06666666666666667,0
2014,13,154,208,14,52,0.0,16,0,0.0,0.0625,0
2014,13,155,207,14,52,0.0,17,0,0.0,0.058823529411764705,0
2014,13,824,206,14,52,0.0,18,0,0.0,0.05555555555555555,0
2014,13,821,15,14,51,0.0,19,0,0.0,0.05263157894736842,0
2014,13,828,207,14,51,0.0,20,0,0.0,0.05,0
2014,13,4,6,14,28,0.0,21,0,0.0,0.047619047619047616,0
2014,13,820,206,14,5,0.0,22,0,0.0,0.045454545454545456,0
2014,14,1,131,15,60,25.0,1,1,0.4166666666666667,1.0,1
2014,14,20,9,15,60,18.0,2,1,0.3,0.5,1
2014,14,817,9,15,60,15.0,3,1,0.25,0.3333333333333333,1
2014,14,4,6,15,60,12.0,4,0,0.2,0.25,0
2014,14,13,3,15,60,10.0,5,0,0.16666666666666666,0.2,0
2014,14,818,5,15,60,8.0,6,0,0.13333333333333333,0.16666666666666666,0
2014,14,815,10,15,60,6.0,7,0,0.1,0.14285714285714285,0
2014,14,8,6,15,60,4.0,8,0,0.06666666666666667,0.125,0
2014,14,807,10,15,60,2.0,9,0,0.03333333333333333,0.1111111111111111,0
2014,14,825,1,15,60,1.0,10,0,0.016666666666666666,0.1,0
2014,14,822,3,15,60,0.0,11,0,0.0,0.09090909090909091,0
2014,14,813,208,15,60,0.0,12,0,0.0,0.08333333333333333,0
2014,14,154,208,15,60,0.0,13,0,0.0,0.07692307692307693,0
2014,14,826,5,15,60,0.0,14,0,0.0,0.07142857142857142,0
2014,14,828,207,15,60,0.0,15,0,0.0,0.06666666666666667,0
2014,14,824,206,15,60,0.0,16,0,0.0,0.0625,0
2014,14,820,206,15,59,0.0,17,0,0.0,0.058823529411764705,0
2014,14,18,1,15,52,0.0,18,0,0.0,0.05555555555555555,0
2014,14,16,15,15,40,0.0,19,0,0.0,0.05263157894736842,0
2014,14,821,15,15,17,0.0,20,0,0.0,0.05,0
2014,14,3,131,15,13,0.0,21,0,0.0,0.047619047619047616,0
2014,14,155,207,15,0,0.0,22,0,,0.045454545454545456,0
2014,15,1,131,22,44,25.0,1,1,0.5681818181818182,1.0,1
2014,15,3,131,22,44,18.0,2,1,0.4090909090909091,0.5,1
2014,15,20,9,22,44,15.0,3,1,0.3409090909090909,0.3333333333333333,1
2014,15,817,9,22,44,12.0,4,0,0.2727272727272727,0.25,0
2014,15,18,1,22,44,10.0,5,0,0.22727272727272727,0.2,0
2014,15,822,3,22,44,8.0,6,0,0.18181818181818182,0.16666666666666666,0
2014,15,13,3,22,44,6.0,7,0,0.13636363636363635,0.14285714285714285,0
2014,15,807,10,22,44,4.0,8,0,0.09090909090909091,0.125,0
2014,15,818,5,22,44,2.0,9,0,0.045454545454545456,0.1111111111111111,0
2014,15,815,10,22,43,1.0,10,0,0.023255813953488372,0.1,0
2014,15,826,5,22,43,0.0,11,0,0.0,0.09090909090909091,0
2014,15,8,6,22,43,0.0,12,0,0.0,0.08333333333333333,0
2014,15,821,15,22,43,0.0,13,0,0.0,0.07692307692307693,0
2014,15,825,1,22,43,0.0,14,0,0.0,0.07142857142857142,0
2014,15,154,208,22,43,0.0,15,0,0.0,0.06666666666666667,0
2014,15,813,208,22,43,0.0,16,0,0.0,0.0625,0
2014,15,828,207,22,43,0.0,17,0,0.0,0.058823529411764705,0
2014,15,820,206,22,43,0.0,18,0,0.0,0.05555555555555555,0
2014,15,155,207,22,43,0.0,19,0,0.0,0.05263157894736842,0
2014,15,824,206,22,41,0.0,20,0,0.0,0.05,0
2014,15,16,15,22,40,0.0,21,0,0.0,0.047619047619047616,0
2014,15,4,6,22,2,0.0,22,0,0.0,0.045454545454545456,0
2014,16,1,131,71,53,25.0,1,1,0.4716981132075472,1.0,1
2014,16,3,131,71,53,18.0,2,1,0.33962264150943394,0.5,1
2014,16,822,3,71,53,15.0,3,1,0.2830188679245283,0.3333333333333333,1
2014,16,18,1,71,53,12.0,4,0,0.22641509433962265,0.25,0
2014,16,825,1,71,53,10.0,5,0,0.18867924528301888,0.2,0
2014,16,4,6,71,53,8.0,6,0,0.1509433962264151,0.16666666666666666,0
2014,16,817,9,71,53,6.0,7,0,0.11320754716981132,0.14285714285714285,0
2014,16,20,9,71,53,4.0,8,0,0.07547169811320754,0.125,0
2014,16,8,6,71,53,2.0,9,0,0.03773584905660377,0.1111111111111111,0
2014,16,815,10,71,53,1.0,10,0,0.018867924528301886,0.1,0
2014,16,13,3,71,53,0.0,11,0,0.0,0.09090909090909091,0
2014,16,807,10,71,53,0.0,12,0,0.0,0.08333333333333333,0
2014,16,818,5,71,53,0.0,13,0,0.0,0.07692307692307693,0
2014,16,826,5,71,52,0.0,14,0,0.0,0.07142857142857142,0
2014,16,821,15,71,52,0.0,15,0,0.0,0.06666666666666667,0
2014,16,16,15,71,52,0.0,16,0,0.0,0.0625,0
2014,16,154,208,71,52,0.0,17,0,0.0,0.058823529411764705,0
2014,16,813,208,71,52,0.0,18,0,0.0,0.05555555555555555,0
2014,16,828,207,71,51,0.0,19,0,0.0,0.05263157894736842,0
2014,16,155,207,71,21,0.0,20,0,0.0,0.05,0
2014,16,820,206,71,9,0.0,21,0,0.0,0.047619047619047616,0
2014,17,1,131,69,56,25.0,1,1,0.44642857142857145,1.0,1
2014,17,3,131,69,56,18.0,2,1,0.32142857142857145,0.5,1
2014,17,817,9,69,56,15.0,3,1,0.26785714285714285,0.3333333333333333,1
2014,17,13,3,69,56,12.0,4,0,0.21428571428571427,0.25,0
2014,17,822,3,69,56,10.0,5,0,0.17857142857142858,0.2,0
2014,17,4,6,69,56,8.0,6,0,0.14285714285714285,0.16666666666666666,0
2014,17,20,9,69,56,6.0,7,0,0.10714285714285714,0.14285714285714285,0
2014,17,825,1,69,56,4.0,8,0,0.07142857142857142,0.125,0
2014,17,818,5,69,56,1.0,10,0,0.017857142857142856,0.1,0
2014,17,813,208,69,56,2.0,9,0,0.03571428571428571,0.1111111111111111,0
2014,17,154,208,69,55,0.0,11,0,0.0,0.09090909090909091,0
2014,17,18,1,69,55,0.0,12,0,0.0,0.08333333333333333,0
2014,17,8,6,69,55,0.0,13,0,0.0,0.07692307692307693,0
2014,17,821,15,69,55,0.0,14,0,0.0,0.07142857142857142,0
2014,17,826,5,69,55,0.0,15,0,0.0,0.06666666666666667,0
2014,17,807,10,69,16,0.0,16,0,0.0,0.0625,0
2014,17,815,10,69,1,0.0,17,0,0.0,0.058823529411764705,0
2014,17,16,15,69,0,0.0,18,0,,0.05555555555555555,0
2014,18,3,131,18,71,25.0,1,1,0.352112676056338,1.0,1
2014,18,1,131,18,71,18.0,2,1,0.2535211267605634,0.5,1
2014,18,13,3,18,71,15.0,3,1,0.2112676056338028,0.3333333333333333,1
2014,18,18,1,18,71,12.0,4,0,0.16901408450704225,0.25,0
2014,18,20,9,18,71,10.0,5,0,0.14084507042253522,0.2,0
2014,18,4,6,18,71,8.0,6,0,0.11267605633802817,0.16666666666666666,0
2014,18,8,6,18,71,6.0,7,0,0.08450704225352113,0.14285714285714285,0
2014,18,807,10,18,71,4.0,8,0,0.056338028169014086,0.125,0
2014,18,825,1,18,71,2.0,9,0,0.028169014084507043,0.1111111111111111,0
2014,18,822,3,18,70,1.0,10,0,0.014285714285714285,0.1,0
2014,18,826,5,18,70,0.0,11,0,0.0,0.09090909090909091,0
2014,18,813,208,18,70,0.0,12,0,0.0,0.08333333333333333,0
2014,18,818,5,18,70,0.0,13,0,0.0,0.07692307692307693,0
2014,18,821,15,18,70,0.0,14,0,0.0,0.07142857142857142,0
2014,18,815,10,18,70,0.0,15,0,0.0,0.06666666666666667,0
2014,18,16,15,18,70,0.0,16,0,0.0,0.0625,0
2014,18,154,208,18,63,0.0,17,0,0.0,0.058823529411764705,0
2014,18,817,9,18,39,0.0,18,0,0.0,0.05555555555555555,0
2014,19,1,131,24,55,50.0,1,1,0.9090909090909091,1.0,1
2014,19,13,3,24,55,36.0,2,1,0.6545454545454545,0.5,1
2014,19,822,3,24,55,30.0,3,1,0.5454545454545454,0.3333333333333333,1
2014,19,18,1,24,55,20.0,5,0,0.36363636363636365,0.2,0
2014,19,807,10,24,55,16.0,6,0,0.2909090909090909,0.16666666666666666,0
2014,19,815,10,24,55,12.0,7,0,0.21818181818181817,0.14285714285714285,0
2014,19,4,6,24,55,4.0,9,0,0.07272727272727272,0.1111111111111111,0
2014,19,8,6,24,55,2.0,10,0,0.03636363636363636,0.1,0
2014,19,825,1,24,55,0.0,11,0,0.0,0.09090909090909091,0
2014,19,818,5,24,55,0.0,12,0,0.0,0.08333333333333333,0
2014,19,154,208,24,54,0.0,13,0,0.0,0.07692307692307693,0
2014,19,3,131,24,54,0.0,14,0,0.0,0.07142857142857142,0
2014,19,821,15,24,54,0.0,15,0,0.0,0.06666666666666667,0
2014,19,16,15,24,54,0.0,16,0,0.0,0.0625,0
2014,19,829,207,24,54,0.0,17,0,0.0,0.058823529411764705,0
2014,19,155,207,24,42,0.0,18,0,0.0,0.05555555555555555,0
2014,19,813,208,24,26,0.0,19,0,0.0,0.05263157894736842,0
2014,19,826,5,24,14,0.0,20,0,0.0,0.05,0
2015,1,1,131,1,58,25.0,1,1,0.43103448275862066,1.0,1
2015,1,3,131,1,58,18.0,2,1,0.3103448275862069,0.5,1
2015,1,20,6,1,58,15.0,3,1,0.25862068965517243,0.3333333333333333,1
2015,1,13,3,1,58,12.0,4,0,0.20689655172413793,0.25,0
2015,1,831,15,1,58,10.0,5,0,0.1724137931034483,0.2,0
2015,1,817,9,1,57,8.0,6,0,0.14035087719298245,0.16666666666666666,0
2015,1,807,10,1,57,6.0,7,0,0.10526315789473684,0.14285714285714285,0
2015,1,828,15,1,57,4.0,8,0,0.07017543859649122,0.125,0
2015,1,832,5,1,57,2.0,9,0,0.03508771929824561,0.1111111111111111,0
2015,1,815,10,1,57,1.0,10,0,0.017543859649122806,0.1,0
2015,1,18,1,1,56,0.0,11,0,0.0,0.09090909090909091,0
2015,1,8,6,1,40,0.0,12,0,0.0,0.08333333333333333,0
2015,1,830,5,1,32,0.0,13,0,0.0,0.07692307692307693,0
2015,1,154,208,1,0,0.0,14,0,,0.07142857142857142,0
2015,1,813,208,1,0,0.0,15,0,,0.06666666666666667,0
2015,1,826,9,1,0,0.0,16,0,,0.0625,0
2015,1,825,1,1,0,0.0,17,0,,0.058823529411764705,0
2015,1,822,3,1,0,0.0,18,0,,0.05555555555555555,0
2015,2,20,6,2,56,25.0,1,1,0.44642857142857145,1.0,1
2015,2,1,131,2,56,18.0,2,1,0.32142857142857145,0.5,1
2015,2,3,131,2,56,15.0,3,1,0.26785714285714285,0.3333333333333333,1
2015,2,8,6,2,56,12.0,4,0,0.21428571428571427,0.25,0
2015,2,822,3,2,56,10.0,5,0,0.17857142857142858,0.2,0
2015,2,13,3,2,56,8.0,6,0,0.14285714285714285,0.16666666666666666,0
2015,2,830,5,2,56,6.0,7,0,0.10714285714285714,0.14285714285714285,0
2015,2,832,5,2,55,4.0,8,0,0.07272727272727272,0.125,0
2015,2,826,9,2,55,2.0,9,0,0.03636363636363636,0.1111111111111111,0
2015,2,817,9,2,55,1.0,10,0,0.01818181818181818,0.1,0
2015,2,154,208,2,55,0.0,11,0,0.0,0.09090909090909091,0
2015,2,831,15,2,55,0.0,12,0,0.0,0.08333333333333333,0
2015,2,815,10,2,55,0.0,13,0,0.0,0.07692307692307693,0
2015,2,807,10,2,55,0.0,14,0,0.0,0.07142857142857142,0
2015,2,833,209,2,53,0.0,15,0,0.0,0.06666666666666667,0
2015,2,813,208,2,47,0.0,16,0,0.0,0.0625,0
2015,2,18,1,2,41,0.0,17,0,0.0,0.058823529411764705,0
2015,2,4,1,2,21,0.0,18,0,0.0,0.05555555555555555,0
2015,2,828,15,2,3,0.0,19,0,0.0,0.05263157894736842,0
2015,3,1,131,17,56,25.0,1,1,0.44642857142857145,1.0,1
2015,3,3,131,17,56,18.0,2,1,0.32142857142857145,0.5,1
2015,3,20,6,17,56,15.0,3,1,0.26785714285714285,0.3333333333333333,1
2015,3,8,6,17,56,12.0,4,0,0.21428571428571427,0.25,0
2015,3,13,3,17,56,10.0,5,0,0.17857142857142858,0.2,0
2015,3,822,3,17,56,8.0,6,0,0.14285714285714285,0.16666666666666666,0
2015,3,154,208,17,56,6.0,7,0,0.10714285714285714,0.14285714285714285,0
2015,3,831,15,17,56,4.0,8,0,0.07142857142857142,0.125,0
2015,3,817,9,17,56,2.0,9,0,0.03571428571428571,0.1111111111111111,0
2015,3,828,15,17,55,1.0,10,0,0.01818181818181818,0.1,0
2015,3,815,10,17,55,0.0,11,0,0.0,0.09090909090909091,0
2015,3,4,1,17,55,0.0,12,0,0.0,0.08333333333333333,0
2015,3,832,5,17,55,0.0,13,0,0.0,0.07692307692307693,0
2015,3,18,1,17,55,0.0,14,0,0.0,0.07142857142857142,0
2015,3,829,209,17,54,0.0,15,0,0.0,0.06666666666666667,0
2015,3,833,209,17,54,0.0,16,0,0.0,0.0625,0
2015,3,830,5,17,52,0.0,17,0,0.0,0.058823529411764705,0
2015,3,813,208,17,49,0.0,18,0,0.0,0.05555555555555555,0
2015,3,826,9,17,15,0.0,19,0,0.0,0.05263157894736842,0
2015,3,807,10,17,9,0.0,20,0,0.0,0.05,0
2015,4,1,131,3,57,25.0,1,1,0.43859649122807015,1.0,1
2015,4,8,6,3,57,18.0,2,1,0.3157894736842105,0.5,1
2015,4,3,131,3,57,15.0,3,1,0.2631578947368421,0.3333333333333333,1
2015,4,822,3,3,57,12.0,4,0,0.21052631578947367,0.25,0
2015,4,20,6,3,57,10.0,5,0,0.17543859649122806,0.2,0
2015,4,817,9,3,57,8.0,6,0,0.14035087719298245,0.16666666666666666,0
2015,4,154,208,3,57,6.0,7,0,0.10526315789473684,0.14285714285714285,0
2015,4,815,10,3,56,4.0,8,0,0.07142857142857142,0.125,0
2015,4,826,9,3,56,2.0,9,0,0.03571428571428571,0.1111111111111111,0
2015,4,13,3,3,56,1.0,10,0,0.017857142857142856,0.1,0
2015,4,4,1,3,56,0.0,11,0,0.0,0.09090909090909091,0
2015,4,831,15,3,56,0.0,12,0,0.0,0.08333333333333333,0
2015,4,807,10,3,56,0.0,13,0,0.0,0.07692307692307693,0
2015,4,828,15,3,56,0.0,14,0,0.0,0.07142857142857142,0
2015,4,813,208,3,56,0.0,15,0,0.0,0.06666666666666667,0
2015,4,829,209,3,55,0.0,16,0,0.0,0.0625,0
2015,4,833,209,3,54,0.0,17,0,0.0,0.058823529411764705,0
2015,4,830,5,3,34,0.0,18,0,0.0,0.05555555555555555,0
2015,4,832,5,3,29,0.0,19,0,0.0,0.05263157894736842,0
2015,5,3,131,4,66,25.0,1,1,0.3787878787878788,1.0,1
2015,5,1,131,4,66,18.0,2,1,0.2727272727272727,0.5,1
2015,5,20,6,4,66,15.0,3,1,0.22727272727272727,0.3333333333333333,1
2015,5,822,3,4,66,12.0,4,0,0.18181818181818182,0.25,0
2015,5,8,6,4,66,10.0,5,0,0.15151515151515152,0.2,0
2015,5,13,3,4,66,8.0,6,0,0.12121212121212122,0.16666666666666666,0
2015,5,817,9,4,65,6.0,7,0,0.09230769230769231,0.14285714285714285,0
2015,5,154,208,4,65,4.0,8,0,0.06153846153846154,0.125,0
2015,5,832,5,4,65,2.0,9,0,0.03076923076923077,0.1111111111111111,0
2015,5,826,9,4,65,1.0,10,0,0.015384615384615385,0.1,0
2015,5,830,5,4,65,0.0,11,0,0.0,0.09090909090909091,0
2015,5,831,15,4,65,0.0,12,0,0.0,0.08333333333333333,0
2015,5,815,10,4,65,0.0,13,0,0.0,0.07692307692307693,0
2015,5,828,15,4,65,0.0,14,0,0.0,0.07142857142857142,0
2015,5,807,10,4,65,0.0,15,0,0.0,0.06666666666666667,0
2015,5,18,1,4,65,0.0,16,0,0.0,0.0625,0
2015,5,829,209,4,63,0.0,17,0,0.0,0.058823529411764705,0
2015,5,833,209,4,62,0.0,18,0,0.0,0.05555555555555555,0
2015,5,813,208,4,45,0.0,19,0,0.0,0.05263157894736842,0
2015,5,4,1,4,26,0.0,20,0,0.0,0.05,0
2015,6,3,131,6,78,25.0,1,1,0.32051282051282054,1.0,1
2015,6,20,6,6,78,18.0,2,1,0.23076923076923078,0.5,1
2015,6,1,131,6,78,15.0,3,1,0.19230769230769232,0.3333333333333333,1
2015,6,826,9,6,78,12.0,4,0,0.15384615384615385,0.25,0
2015,6,817,9,6,78,10.0,5,0,0.1282051282051282,0.2,0
2015,6,8,6,6,78,8.0,6,0,0.10256410256410256,0.16666666666666666,0
2015,6,815,10,6,78,6.0,7,0,0.07692307692307693,0.14285714285714285,0
2015,6,18,1,6,78,4.0,8,0,0.05128205128205128,0.125,0
2015,6,831,15,6,78,2.0,9,0,0.02564102564102564,0.1111111111111111,0
2015,6,832,5,6,78,1.0,10,0,0.01282051282051282,0.1,0
2015,6,807,10,6,78,0.0,11,0,0.0,0.09090909090909091,0
2015,6,154,208,6,78,0.0,12,0,0.0,0.08333333333333333,0
2015,6,828,15,6,78,0.0,13,0,0.0,0.07692307692307693,0
2015,6,822,3,6,78,0.0,14,0,0.0,0.07142857142857142,0
2015,6,13,3,6,77,0.0,15,0,0.0,0.06666666666666667,0
2015,6,833,209,6,76,0.0,16,0,0.0,0.0625,0
2015,6,829,209,6,76,0.0,17,0,0.0,0.058823529411764705,0
2015,6,830,5,6,62,0.0,18,0,0.0,0.05555555555555555,0
2015,6,4,1,6,41,0.0,19,0,0.0,0.05263157894736842,0
2015,6,813,208,6,5,0.0,20,0,0.0,0.05,0
2015,7,1,131,7,70,25.0,1,1,0.35714285714285715,1.0,1
